ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Predicted_Pack_Price,Residuals,Cost_Saving_Potential
7749,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009,25-Jun-09,20-Apr-09,20-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2965,106680.7,35.98,0.3,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,209.09,35.78610000000001,0.19389999999998508,Low
7750,116-ZA-T01,Pre-PQ Process,SCMS-41585,ASN-4386,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009,25-Jun-09,21-Apr-09,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,1900,10564.0,5.56,0.02,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,20.71,5.401199999999999,0.15880000000000027,Low
7751,116-ZA-T01,Pre-PQ Process,SCMS-41580,ASN-4603,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/27/2009,25-Jun-09,5-Jun-09,5-Jun-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,4553,13659.0,3.0,0.05,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,26.77,3.0115,-0.011499999999999844,Low
7775,102-GY-T01,Pre-PQ Process,SCMS-42300,ASN-4318,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2009,9-Jul-09,9-Jul-09,9-Jul-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1371,43872.0,32.0,1.6,"Trinity Biotech, Plc",Yes,468,5733.61,85.99,32.0,0.0,Low
7778,116-ZA-T01,Pre-PQ Process,SCMS-42440,ASN-4514,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009,8-Jun-09,8-Jun-09,8-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,600,1890.0,3.15,0.1,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.7,3.127699999999999,0.022300000000000875,Low
7779,116-ZA-T01,Pre-PQ Process,SCMS-47430,ASN-4244,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009,15-May-09,17-Apr-09,17-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,300,5031.0,16.77,0.28,"Boehringer Ing., Koropi, GR",No,Weight Captured Separately,Freight Included in Commodity Cost,9.86,17.216899999999992,-0.4468999999999923,Low
7837,108-VN-T01,Pre-PQ Process,SCMS-45080,ASN-4420,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,10-Jul-09,10-Jul-09,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,18000,43200.0,2.4,0.04,"Aurobindo Unit III, India",No,See ASN-4420 (ID#:1183),See ASN-4420 (ID#:1183),84.67,2.4060000000000032,-0.006000000000003336,Low
7847,119-NA-T01,Pre-PQ Process,SCMS-45620,ASN-4511,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/8/2009,18-Aug-09,18-Aug-09,18-Aug-09,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,1812,4348.8,2.4,0.04,"Cipla, Goa, India",No,See ASN-4511 (ID#:2571),See ASN-4511 (ID#:2571),8.52,2.670000000000002,-0.27000000000000224,Low
7849,114-UG-T01,Pre-PQ Process,SCMS-45660,ASN-4378,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/11/2009,6-Jul-09,6-Jul-09,6-Jul-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,84,1540.56,18.34,0.61,"BMS Meymac, France",Yes,4,390.81,3.02,18.824299999999983,-0.4842999999999833,Low
7857,102-BW-T01,Pre-PQ Process,SCMS-46080,ASN-4216,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/18/2009,7-Jul-09,7-Jul-09,7-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,15,1050.0,70.0,0.7,Inverness Japan,Yes,4,383.65,2.06,70.0,0.0,Low
7868,109-TZ-T01,Pre-PQ Process,SCMS-46510,ASN-4696,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/28/2009,25-Sep-09,25-Sep-09,25-Sep-09,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,5178,461436.41,89.11,0.33,Roche Basel,Yes,2666,16751.58,904.42,87.05109999999989,2.058900000000108,Low
7894,119-NA-T01,Pre-PQ Process,SCMS-47130,ASN-4416,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/5/2009,27-Jul-09,27-Jul-09,27-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,24,1680.0,70.0,0.7,Inverness Japan,Yes,6,868.31,3.29,70.0,0.0,Low
7921,108-VN-T01,Pre-PQ Process,SCMS-19,ASN-13,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,3-Sep-06,3-Sep-06,3-Sep-06,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,1000,164620.0,164.62,0.61,Roche Madrid,Yes,254,7828.28,,121.18480000000005,43.43519999999995,Negative
7922,104-CI-T01,Pre-PQ Process,SCMS-21,ASN-15,C̫te d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,Date Not Captured,16-Sep-06,16-Sep-06,16-Sep-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,500,40000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,171,1275.12,,80.0,0.0,Low
7926,102-NG-T01,Pre-PQ Process,SCMS-33,ASN-19,Nigeria,PMO - US,Direct Drop,DDU,,Pre-PQ Process,Date Not Captured,21-Jul-06,21-Jul-06,21-Jul-06,HRDT,HIV test,ACCOUN NIGERIA LIMITED,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,500,60000.0,120.0,1.2,ABBVIE (Abbott) Japan Co. Ltd.,Yes,Weight Captured Separately,Freight Included in Commodity Cost,,113.1641,6.835899999999995,Low
7929,110-ZM-T01,Pre-PQ Process,SCMS-39,ASN-37,Zambia,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,Date Not Captured,19-Sep-06,19-Sep-06,19-Sep-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1000,80000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,343,2373.73,,80.0,0.0,Low
7939,106-HT-T01,Pre-PQ Process,SCMS-75,ASN-75,Haiti,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,15-Sep-06,15-Sep-06,15-Sep-06,HRDT,HIV test,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,150,22500.0,150.0,1.5,ABBVIE (Abbott) Japan Co. Ltd.,Yes,Weight Captured Separately,Freight Included in Commodity Cost,,128.33289999999997,21.667100000000033,Negative
7953,104-CI-T01,Pre-PQ Process,SCMS-107,ASN-69,C̫te d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,Date Not Captured,14-Nov-06,14-Nov-06,14-Nov-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,850,68000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,291096,156.97,,80.0,0.0,Low
7954,110-ZM-T01,Pre-PQ Process,SCMS-109,ASN-68,Zambia,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,Date Not Captured,31-Oct-06,31-Oct-06,31-Oct-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1250,100000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,426,2487.58,,80.0,0.0,Low
7968,110-ZM-T01,Pre-PQ Process,SCMS-139,ASN-130,Zambia,PMO - US,Direct Drop,DDU,Air,Pre-PQ Process,Date Not Captured,8-Jan-07,8-Jan-07,8-Jan-07,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,1307,64461.24,49.32,0.27,MSD Elkton USA,No,Weight Captured Separately,Freight Included in Commodity Cost,,44.4587,4.8613,Low
7970,108-VN-T01,Pre-PQ Process,SCMS-167,ASN-270,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006,14-Mar-07,14-Mar-07,14-Mar-07,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,100,1084.0,10.84,0.18,"Ranbaxy, Paonta Shahib, India",No,See ASN-270 (ID#:5279),See ASN-270 (ID#:5279),,10.866700000000002,-0.026700000000001722,Low
7975,114-UG-T01,Pre-PQ Process,SCMS-176,ASN-129,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,22-Dec-06,22-Dec-06,22-Dec-06,ARV,Adult,ASPEN PHARMACARE,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,Tablet - FDC + co-blister,120,1270,26670.0,21.0,0.18,"Aspen-OSD, Port Elizabeth, SA",Yes,201,1262.91,,17.107099999999996,3.8929000000000045,Low
7983,113-ZW-T01,Pre-PQ Process,SCMS-231,ASN-139,Zimbabwe,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,Date Not Captured,18-Dec-06,18-Dec-06,18-Dec-06,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"#102198**Didanosine 200mg [Videx], tablets, 60 Tabs",Didanosine,Videx,200mg,Tablet,60,425,10837.5,25.5,0.42,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,,25.0262,0.47380000000000067,Low
7984,106-HT-T01,Pre-PQ Process,SCMS-275,ASN-193,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,23-Jan-07,23-Jan-07,23-Jan-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,60,10500.0,175.0,1.75,Not Applicable,Yes,40,749.96,,168.16,6.840000000000003,Low
7990,102-NG-T01,Pre-PQ Process,SCMS-344,ASN-207,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,15-Mar-07,5-Mar-07,5-Mar-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,2496,67392.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,702,4474.15,,27.337200000000003,-0.33720000000000283,Low
7991,102-NG-T01,Pre-PQ Process,SCMS-344,ASN-280,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,15-Mar-07,15-Mar-07,15-Mar-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,5004,135108.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,1531,11731.15,,27.17,-0.1700000000000017,Low
8005,102-GY-T01,Pre-PQ Process,SCMS-433,ASN-281,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/1/2007,27-Mar-07,27-Mar-07,27-Mar-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,50,1350.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,18,378.6,,27.150100000000002,-0.1501000000000019,Low
8017,100-HT-T01,Pre-PQ Process,SCMS-539,ASN-364,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2007,3-May-07,3-May-07,3-May-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1000,80000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,343,2802.42,,80.0,0.0,Low
8023,102-NG-T01,Pre-PQ Process,SCMS-587,ASN-417,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/30/2007,31-May-07,31-May-07,31-May-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2500,200000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,851,5469.91,,80.0,0.0,Low
8038,108-VN-T01,Pre-PQ Process,SCMS-753,ASN-781,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/4/2007,15-Oct-07,15-Oct-07,15-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,500,950.0,1.9,0.01,"Aurobindo Unit III, India",No,See ASN-781 (ID#:115),See ASN-781 (ID#:115),1.52,1.9620000000000022,-0.062000000000002276,Low
8061,109-TZ-T01,Pre-PQ Process,SCMS-10250,ASN-682,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,25-Oct-07,25-Oct-07,25-Oct-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3336,28837.28,320.0,20.0,0.0,Low
8062,109-TZ-T01,Pre-PQ Process,SCMS-10330,ASN-1932,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008,22-Jul-08,22-Jul-08,22-Jul-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3122,22691.75,320.0,20.0,0.0,Low
8100,113-ZW-T01,Pre-PQ Process,SCMS-11690,ASN-871,Zimbabwe,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,9/28/2007,10-Jan-08,10-Jan-08,10-Jan-08,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,5,1750.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.8,350.0,0.0,Low
8185,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,Stocrin/Sustiva,200mg,Capsule,90,60,2112.0,35.2,0.39,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,3.38,33.72079999999996,1.4792000000000414,Low
8186,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,1500,9600.0,6.4,0.11,GSK Cape Town Factory (South Africa),No,Weight Captured Separately,Freight Included in Commodity Cost,15.36,6.499199999999993,-0.09919999999999263,Low
8192,107-RW-T01,Pre-PQ Process,SCMS-14220,ASN-1305,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007,28-Apr-08,11-Mar-08,11-Mar-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,100000,700000.0,7.0,0.12,"Cipla, Goa, India",Yes,10303,35034.75,1120.0,7.007700000000001,-0.007700000000000706,Low
8204,102-BW-T01,Pre-PQ Process,SCMS-14600,ASN-1154,Botswana,PMO - US,Direct Drop,CIF,Air,Pre-PQ Process,11/27/2007,27-Dec-07,27-Dec-07,27-Dec-07,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,5,1750.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.8,350.0,0.0,Low
8207,107-RW-T01,Pre-PQ Process,SCMS-14730,ASN-1066,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/3/2007,3-Jan-08,3-Jan-08,3-Jan-08,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,32510,381992.5,11.75,0.39,"Aurobindo Unit III, India",Yes,2791,28336.18,611.19,11.897799999999995,-0.14779999999999482,Low
8209,100-KZ-T01,Pre-PQ Process,SCMS-14780,ASN-1139,Kazakhstan,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,11/30/2007,23-Jan-08,23-Jan-08,23-Jan-08,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,50,17500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,Weight Captured Separately,Freight Included in Commodity Cost,28.0,350.0,0.0,Low
8213,102-NG-T01,Pre-PQ Process,SCMS-15060,ASN-1366,Nigeria,PMO - US,Direct Drop,DDP,,Pre-PQ Process,12/20/2007,24-Jan-08,24-Jan-08,24-Jan-08,HRDT,HIV test,BUNDI INTERNATIONAL DIAGNOSTICS LTD,"HIV 1/2, Bundi Rapid HIV Kit, 25 Tests","HIV 1/2, Bundi Rapid HIV Kit",Bundi,,Test kit,1,600,22500.0,37.5,37.5,Not Applicable,Yes,Weight Captured Separately,Freight Included in Commodity Cost,36.0,34.23590000000001,3.264099999999992,Low
8218,109-TZ-T01,Pre-PQ Process,SCMS-15220,ASN-1696,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/10/2007,8-May-08,8-May-08,8-May-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,2g,Powder for oral solution,200,712,8964.08,12.59,0.06,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,14.34,12.847399999999995,-0.2573999999999952,Low
8231,100-HT-T01,Pre-PQ Process,SCMS-15470,ASN-2759,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/5/2008,11-Nov-08,11-Nov-08,11-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,2,278.0,139.0,1.39,"Trinity Biotech, Plc",Yes,4,523.12,0.54,139.0,0.0,Low
8232,106-HT-T01,Pre-PQ Process,SCMS-15510,ASN-1273,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,11-Feb-08,11-Feb-08,11-Feb-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,125,17375.0,139.0,1.39,"Trinity Biotech, Plc",Yes,92,1425.77,27.8,139.36,-0.36000000000001364,Low
8258,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,180,400,18460.0,46.15,0.26,ABBVIE (Abbott) Logis. UK,No,Weight Captured Separately,Freight Included in Commodity Cost,29.54,45.02680000000004,1.1231999999999616,Low
8263,102-NG-T01,Pre-PQ Process,SCMS-16890,ASN-2267,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008,19-Sep-08,20-Aug-08,20-Aug-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,6520,176040.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,2224,12768.47,281.66,27.0,0.0,Low
8264,102-NG-T01,Pre-PQ Process,SCMS-16900,ASN-1410,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008,12-Mar-08,10-Mar-08,10-Mar-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,6199,61.99,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.1,0.010000000000000007,-6.938893903907228e-18,Low
8271,128-BJ-T01,Pre-PQ Process,SCMS-17290,ASN-1355,Benin,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2008,4-Mar-08,4-Mar-08,4-Mar-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,232,4640.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,70,1136.37,7.42,20.121399999999998,-0.12139999999999773,Low
8315,106-HT-T01,Pre-PQ Process,SCMS-18270,ASN-1463,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008,29-Mar-08,29-Mar-08,29-Mar-08,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,30,10500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,72,2556.61,16.8,350.0,0.0,Low
8316,104-CI-T01,Pre-PQ Process,SCMS-18330,ASN-3024,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008,18-Feb-09,18-Feb-09,18-Feb-09,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,289,7803.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,84,1550.95,15.29,27.02,-0.019999999999999574,Low
8317,111-MZ-T01,Pre-PQ Process,SCMS-18340,ASN-1747,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008,9-Jul-08,9-Jul-08,9-Jul-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,3000,30.0,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.05,0.010000000000000007,-6.938893903907228e-18,Low
8344,129-KG-T01,Pre-PQ Process,SCMS-19120,ASN-2356,Kyrgyzstan,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2008,19-Sep-08,19-Sep-08,19-Sep-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, DoubleCheck II Kit, 40 Tests","HIV 1/2, DoubleCheck II Kit",DoubleCheck,,Test kit,40,500,39500.0,79.0,1.98,Not Applicable,Yes,Weight Captured Separately,Freight Included in Commodity Cost,63.2,79.7315,-0.7314999999999969,Low
